제목,내용,paragraph,question,answer,id,answer_start_pos,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
,,"자신의 결정 방식에 따라 맞게 결정 했느냐, 아니냐에 따라서 당신은 매우 상반된 경험을 할 것입니다. 자기가 원하는 일에 에너지를 쓰며 만족스러운 삶을 사는지, 혹은 다른 사람의 만족을 위해 혹사당하며 만성 피로에 시달리고 좌절에 빠져 있진 않은지 자신이 가장 잘 알 수 있을 것입니다. 이 세상은 에너자이저(스피드 에너자이저를 포함하여) 종족의 사람들이 건설한 곳입니다. 문명의 발전, 도시의 발달은 엄청난 활력 에너지를 통해 발휘된 생산성의 결과물 입니다. 당신은 혹사당하는 노예가 될 수도, 진취적인 건설자가 될 수도 있습니다. 스피드 에너자이저 종족의 어린아이들은 항상 질문을 받아야 합니다. 부모는 아이에게 'Yes or No'로 답할 수 있는 형식으로 질문을 해주어야 합니다.",힘들 때 어떻게 해야 하나요?,"자신의 결정 방식에 따라 맞게 결정 했느냐, 아니냐에 따라서 당신은 매우 상반된 경험을 할 것입니다. 자기가 원하는 일에 에너지를 쓰며 만족스러운 삶을 사는지, 혹은 다른 사람의 만족을 위해 혹사당하며 만성 피로에 시달리고 좌절에 빠져 있진 않은지 자신이 가장 잘 알 수 있을 것입니다.",2-1-5,0.0,,,,,,,,,,,,,,,,,,,
,,"자신의 결정 방식에 따라 맞게 결정 했느냐, 아니냐에 따라서 당신은 매우 상반된 경험을 할 것입니다. 자기가 원하는 일에 에너지를 쓰며 만족스러운 삶을 사는지, 혹은 다른 사람의 만족을 위해 혹사당하며 만성 피로에 시달리고 좌절에 빠져 있진 않은지 자신이 가장 잘 알 수 있을 것입니다. 이 세상은 에너자이저(스피드 에너자이저를 포함하여) 종족의 사람들이 건설한 곳입니다. 문명의 발전, 도시의 발달은 엄청난 활력 에너지를 통해 발휘된 생산성의 결과물 입니다. 당신은 혹사당하는 노예가 될 수도, 진취적인 건설자가 될 수도 있습니다. 스피드 에너자이저 종족의 어린아이들은 항상 질문을 받아야 합니다. 부모는 아이에게 'Yes or No'로 답할 수 있는 형식으로 질문을 해주어야 합니다.",저는 왜 힘들기만 할까요?,"자신의 결정 방식에 따라 맞게 결정 했느냐, 아니냐에 따라서 당신은 매우 상반된 경험을 할 것입니다. 자기가 원하는 일에 에너지를 쓰며 만족스러운 삶을 사는지, 혹은 다른 사람의 만족을 위해 혹사당하며 만성 피로에 시달리고 좌절에 빠져 있진 않은지 자신이 가장 잘 알 수 있을 것입니다.",2-1-6,0.0,,,,,,,,,,,,,,,,,,,
,,"자신의 결정 방식에 따라 맞게 결정 했느냐, 아니냐에 따라서 당신은 매우 상반된 경험을 할 것입니다. 자기가 원하는 일에 에너지를 쓰며 만족스러운 삶을 사는지, 혹은 다른 사람의 만족을 위해 혹사당하며 만성 피로에 시달리고 좌절에 빠져 있진 않은지 자신이 가장 잘 알 수 있을 것입니다. 이 세상은 에너자이저(스피드 에너자이저를 포함하여) 종족의 사람들이 건설한 곳입니다. 문명의 발전, 도시의 발달은 엄청난 활력 에너지를 통해 발휘된 생산성의 결과물 입니다. 당신은 혹사당하는 노예가 될 수도, 진취적인 건설자가 될 수도 있습니다. 스피드 에너자이저 종족의 어린아이들은 항상 질문을 받아야 합니다. 부모는 아이에게 'Yes or No'로 답할 수 있는 형식으로 질문을 해주어야 합니다.",에너자이저 아이는 어떻게 키워야 하나요?,스피드 에너자이저 종족의 어린아이들은 항상 질문을 받아야 합니다. 부모는 아이에게 'Yes or No'로 답할 수 있는 형식으로 질문을 해주어야 합니다.,2-1-7,299.0,,,,,,,,,,,,,,,,,,,
혁신주도가,"혁신주도가 종족은 주도적으로 행동하고 주변사람들에게 큰 영향을 미치는 사람들입니다. 자기 자신에게도, 다른 사람에게도 관심이 많지 않기 때문에 그 사실을 잘 모를 뿐, 당신이 주변에 미치는 영향은 매우 큽니다. 어떤 일을 할 때, 주변 사람들이 나를 통제하고 간섭해서 화가 났던 경험이 있다면, 그것은 당신이 준 영향에 대한 반작용 같은 것일 수 있습니다. '내가 하고싶은 대로 하겠다는데 왜 간섭하지? 왜 통제하지? 왜 걸리적거리지?'라는 생각을 할 수도 있지만, 그들의 반응은 결국 당신의 영향력으로 인해 나타나는 것이라는 걸 알면 좀 더 수월하게 대처할 수 있습니다. 주변 사람들이 당신을 통제하거나 간섭하려는 것처럼 느낄 수 있는데, 그들이 그렇게 행동하는 이유는 당신의 행동으로 부터 '위험해보여.. 무슨 일을 저지를 것만 같아. 무슨 일 생길 것 같아!'라는 생각이 들어서 자기도 모르게 저항하게 되는 것입니다. 그렇다면 어떻게 해야 할까요? 당신이 할 수 있는 최선의 방법은 주변 사람들이 나의 행동으로 부터 충격을 받지 않도록 안심시켜주는 것인데, 많은 노력이 필요하지 않습니다. 그저 '내가 이런걸 하겠다, 저런걸 하겠다, 어디를 가겠다' 등등 행동하기 전에 알려주기만 하면 됩니다. 이 '알리기'만 미리 잘 한다면 주변 사람들의 통제나 저항은 현저히 줄어들 것입니다. 당신이 무엇을 할지 알기 때문입니다. 당신은 주도적으로 행동하는 사람이기 때문에 무언가를 먼저 시작하기도 하고, 머뭇거리는 사람들이나 일을 시작되게끔 만들기도 합니다. 사람들의 어떤 반응들은 그저 당신의 영향을 받아 그런 것입니다. 혁신주도가 아이들 역시 주변 사람들에게 큰 영향을 주기 때문에 부모조차도 놀랄 수 있습니다. 이 아이들은 무언가 행동을 하기 전에 부모로부터 허락을 받아야(구해야) 합니다.","혁신주도가 종족은 주도적으로 행동하고 주변사람들에게 큰 영향을 미치는 사람들입니다. 자기 자신에게도, 다른 사람에게도 관심이 많지 않기 때문에 그 사실을 잘 모를 뿐, 당신이 주변에 미치는 영향은 매우 큽니다. 어떤 일을 할 때, 주변 사람들이 나를 통제하고 간섭해서 화가 났던 경험이 있다면, 그것은 당신이 준 영향에 대한 반작용 같은 것일 수 있습니다. '내가 하고싶은 대로 하겠다는데 왜 간섭하지? 왜 통제하지? 왜 걸리적거리지?'라는 생각을 할 수도 있지만, 그들의 반응은 결국 당신의 영향력으로 인해 나타나는 것이라는 걸 알면 좀 더 수월하게 대처할 수 있습니다. 주변 사람들이 당신을 통제하거나 간섭하려는 것처럼 느낄 수 있는데, 그들이 그렇게 행동하는 이유는 당신의 행동으로 부터 '위험해보여.. 무슨 일을 저지를 것만 같아. 무슨 일 생길 것 같아!'라는 생각이 들어서 자기도 모르게 저항하게 되는 것입니다. 그렇다면 어떻게 해야 할까요? 당신이 할 수 있는 최선의 방법은 주변 사람들이 나의 행동으로 부터 충격을 받지 않도록 안심시켜주는 것인데, 많은 노력이 필요하지 않습니다. 그저 '내가 이런걸 하겠다, 저런걸 하겠다, 어디를 가겠다' 등등 행동하기 전에 알려주기만 하면 됩니다. 당신은 주도적으로 행동하는 사람이기 때문에 무언가를 먼저 시작하기도 하고, 머뭇거리는 사람들이나 일을 시작되게끔 만들기도 합니다. 사람들의 어떤 반응들은 그저 당신의 영향을 받아 그런 것입니다. ",혁신주도가 종족은 어떤 사람인가요?,혁신주도가 종족은 주도적으로 행동하고 주변사람들에게 큰 영향을 미치는 사람들입니다.,2-2-0,0.0,,,,,,,,,,,,,,,,,,,
,,"혁신주도가 종족은 주도적으로 행동하고 주변사람들에게 큰 영향을 미치는 사람들입니다. 자기 자신에게도, 다른 사람에게도 관심이 많지 않기 때문에 그 사실을 잘 모를 뿐, 당신이 주변에 미치는 영향은 매우 큽니다. 어떤 일을 할 때, 주변 사람들이 나를 통제하고 간섭해서 화가 났던 경험이 있다면, 그것은 당신이 준 영향에 대한 반작용 같은 것일 수 있습니다. '내가 하고싶은 대로 하겠다는데 왜 간섭하지? 왜 통제하지? 왜 걸리적거리지?'라는 생각을 할 수도 있지만, 그들의 반응은 결국 당신의 영향력으로 인해 나타나는 것이라는 걸 알면 좀 더 수월하게 대처할 수 있습니다. 주변 사람들이 당신을 통제하거나 간섭하려는 것처럼 느낄 수 있는데, 그들이 그렇게 행동하는 이유는 당신의 행동으로 부터 '위험해보여.. 무슨 일을 저지를 것만 같아. 무슨 일 생길 것 같아!'라는 생각이 들어서 자기도 모르게 저항하게 되는 것입니다. 그렇다면 어떻게 해야 할까요? 당신이 할 수 있는 최선의 방법은 주변 사람들이 나의 행동으로 부터 충격을 받지 않도록 안심시켜주는 것인데, 많은 노력이 필요하지 않습니다. 그저 '내가 이런걸 하겠다, 저런걸 하겠다, 어디를 가겠다' 등등 행동하기 전에 알려주기만 하면 됩니다. 당신은 주도적으로 행동하는 사람이기 때문에 무언가를 먼저 시작하기도 하고, 머뭇거리는 사람들이나 일을 시작되게끔 만들기도 합니다. 사람들의 어떤 반응들은 그저 당신의 영향을 받아 그런 것입니다. ",혁신주도가 종족은 어떤 존재인가요?,혁신주도가 종족은 주도적으로 행동하고 주변사람들에게 큰 영향을 미치는 사람들입니다.,2-2-1,0.0,,,,,,,,,,,,,,,,,,,
,,"혁신주도가 종족은 주도적으로 행동하고 주변사람들에게 큰 영향을 미치는 사람들입니다. 자기 자신에게도, 다른 사람에게도 관심이 많지 않기 때문에 그 사실을 잘 모를 뿐, 당신이 주변에 미치는 영향은 매우 큽니다. 어떤 일을 할 때, 주변 사람들이 나를 통제하고 간섭해서 화가 났던 경험이 있다면, 그것은 당신이 준 영향에 대한 반작용 같은 것일 수 있습니다. '내가 하고싶은 대로 하겠다는데 왜 간섭하지? 왜 통제하지? 왜 걸리적거리지?'라는 생각을 할 수도 있지만, 그들의 반응은 결국 당신의 영향력으로 인해 나타나는 것이라는 걸 알면 좀 더 수월하게 대처할 수 있습니다. 주변 사람들이 당신을 통제하거나 간섭하려는 것처럼 느낄 수 있는데, 그들이 그렇게 행동하는 이유는 당신의 행동으로 부터 '위험해보여.. 무슨 일을 저지를 것만 같아. 무슨 일 생길 것 같아!'라는 생각이 들어서 자기도 모르게 저항하게 되는 것입니다. 그렇다면 어떻게 해야 할까요? 당신이 할 수 있는 최선의 방법은 주변 사람들이 나의 행동으로 부터 충격을 받지 않도록 안심시켜주는 것인데, 많은 노력이 필요하지 않습니다. 그저 '내가 이런걸 하겠다, 저런걸 하겠다, 어디를 가겠다' 등등 행동하기 전에 알려주기만 하면 됩니다. 당신은 주도적으로 행동하는 사람이기 때문에 무언가를 먼저 시작하기도 하고, 머뭇거리는 사람들이나 일을 시작되게끔 만들기도 합니다. 사람들의 어떤 반응들은 그저 당신의 영향을 받아 그런 것입니다. ",주변 사람들은 왜 저를 힘들게 할까요?,"어떤 일을 할 때, 주변 사람들이 나를 통제하고 간섭해서 화가 났던 경험이 있다면, 그것은 당신이 준 영향에 대한 반작용 같은 것일 수 있습니다.",2-2-2,118.0,,,,,,,,,,,,,,,,,,,
,,"혁신주도가 종족은 주도적으로 행동하고 주변사람들에게 큰 영향을 미치는 사람들입니다. 자기 자신에게도, 다른 사람에게도 관심이 많지 않기 때문에 그 사실을 잘 모를 뿐, 당신이 주변에 미치는 영향은 매우 큽니다. 어떤 일을 할 때, 주변 사람들이 나를 통제하고 간섭해서 화가 났던 경험이 있다면, 그것은 당신이 준 영향에 대한 반작용 같은 것일 수 있습니다. '내가 하고싶은 대로 하겠다는데 왜 간섭하지? 왜 통제하지? 왜 걸리적거리지?'라는 생각을 할 수도 있지만, 그들의 반응은 결국 당신의 영향력으로 인해 나타나는 것이라는 걸 알면 좀 더 수월하게 대처할 수 있습니다. 주변 사람들이 당신을 통제하거나 간섭하려는 것처럼 느낄 수 있는데, 그들이 그렇게 행동하는 이유는 당신의 행동으로 부터 '위험해보여.. 무슨 일을 저지를 것만 같아. 무슨 일 생길 것 같아!'라는 생각이 들어서 자기도 모르게 저항하게 되는 것입니다. 그렇다면 어떻게 해야 할까요? 당신이 할 수 있는 최선의 방법은 주변 사람들이 나의 행동으로 부터 충격을 받지 않도록 안심시켜주는 것인데, 많은 노력이 필요하지 않습니다. 그저 '내가 이런걸 하겠다, 저런걸 하겠다, 어디를 가겠다' 등등 행동하기 전에 알려주기만 하면 됩니다. 당신은 주도적으로 행동하는 사람이기 때문에 무언가를 먼저 시작하기도 하고, 머뭇거리는 사람들이나 일을 시작되게끔 만들기도 합니다. 사람들의 어떤 반응들은 그저 당신의 영향을 받아 그런 것입니다. ",저는 왜 힘들기만 할까요?,"어떤 일을 할 때, 주변 사람들이 나를 통제하고 간섭해서 화가 났던 경험이 있다면, 그것은 당신이 준 영향에 대한 반작용 같은 것일 수 있습니다.",2-2-3,118.0,,,,,,,,,,,,,,,,,,,
,,"혁신주도가 종족은 주도적으로 행동하고 주변사람들에게 큰 영향을 미치는 사람들입니다. 자기 자신에게도, 다른 사람에게도 관심이 많지 않기 때문에 그 사실을 잘 모를 뿐, 당신이 주변에 미치는 영향은 매우 큽니다. 어떤 일을 할 때, 주변 사람들이 나를 통제하고 간섭해서 화가 났던 경험이 있다면, 그것은 당신이 준 영향에 대한 반작용 같은 것일 수 있습니다. '내가 하고싶은 대로 하겠다는데 왜 간섭하지? 왜 통제하지? 왜 걸리적거리지?'라는 생각을 할 수도 있지만, 그들의 반응은 결국 당신의 영향력으로 인해 나타나는 것이라는 걸 알면 좀 더 수월하게 대처할 수 있습니다. 주변 사람들이 당신을 통제하거나 간섭하려는 것처럼 느낄 수 있는데, 그들이 그렇게 행동하는 이유는 당신의 행동으로 부터 '위험해보여.. 무슨 일을 저지를 것만 같아. 무슨 일 생길 것 같아!'라는 생각이 들어서 자기도 모르게 저항하게 되는 것입니다. 그렇다면 어떻게 해야 할까요? 당신이 할 수 있는 최선의 방법은 주변 사람들이 나의 행동으로 부터 충격을 받지 않도록 안심시켜주는 것인데, 많은 노력이 필요하지 않습니다. 그저 '내가 이런걸 하겠다, 저런걸 하겠다, 어디를 가겠다' 등등 행동하기 전에 알려주기만 하면 됩니다. 당신은 주도적으로 행동하는 사람이기 때문에 무언가를 먼저 시작하기도 하고, 머뭇거리는 사람들이나 일을 시작되게끔 만들기도 합니다. 사람들의 어떤 반응들은 그저 당신의 영향을 받아 그런 것입니다. ",힘들 때 어떻게 해야 하나요?,"내가 하고싶은 대로 하겠다는데 왜 간섭하지? 왜 통제하지? 왜 걸리적거리지?'라는 생각을 할 수도 있지만, 그들의 반응은 결국 당신의 영향력으로 인해 나타나는 것이라는 걸 알면 좀 더 수월하게 대처할 수 있습니다.",2-2-4,201.0,,,,,,,,,,,,,,,,,,,
,,"혁신주도가 종족은 주도적으로 행동하고 주변사람들에게 큰 영향을 미치는 사람들입니다. 자기 자신에게도, 다른 사람에게도 관심이 많지 않기 때문에 그 사실을 잘 모를 뿐, 당신이 주변에 미치는 영향은 매우 큽니다. 어떤 일을 할 때, 주변 사람들이 나를 통제하고 간섭해서 화가 났던 경험이 있다면, 그것은 당신이 준 영향에 대한 반작용 같은 것일 수 있습니다. '내가 하고싶은 대로 하겠다는데 왜 간섭하지? 왜 통제하지? 왜 걸리적거리지?'라는 생각을 할 수도 있지만, 그들의 반응은 결국 당신의 영향력으로 인해 나타나는 것이라는 걸 알면 좀 더 수월하게 대처할 수 있습니다. 주변 사람들이 당신을 통제하거나 간섭하려는 것처럼 느낄 수 있는데, 그들이 그렇게 행동하는 이유는 당신의 행동으로 부터 '위험해보여.. 무슨 일을 저지를 것만 같아. 무슨 일 생길 것 같아!'라는 생각이 들어서 자기도 모르게 저항하게 되는 것입니다. 그렇다면 어떻게 해야 할까요? 당신이 할 수 있는 최선의 방법은 주변 사람들이 나의 행동으로 부터 충격을 받지 않도록 안심시켜주는 것인데, 많은 노력이 필요하지 않습니다. 그저 '내가 이런걸 하겠다, 저런걸 하겠다, 어디를 가겠다' 등등 행동하기 전에 알려주기만 하면 됩니다. 당신은 주도적으로 행동하는 사람이기 때문에 무언가를 먼저 시작하기도 하고, 머뭇거리는 사람들이나 일을 시작되게끔 만들기도 합니다. 사람들의 어떤 반응들은 그저 당신의 영향을 받아 그런 것입니다. ",어떻게 살아가야 하나요?,"당신이 할 수 있는 최선의 방법은 주변 사람들이 나의 행동으로 부터 충격을 받지 않도록 안심시켜주는 것인데, 많은 노력이 필요하지 않습니다. 그저 '내가 이런걸 하겠다, 저런걸 하겠다, 어디를 가겠다' 등등 행동하기 전에 알려주기만 하면 됩니다.",2-2-5,157.0,,,,,,,,,,,,,,,,,,,
,,"혁신주도가 종족은 주도적으로 행동하고 주변사람들에게 큰 영향을 미치는 사람들입니다. 자기 자신에게도, 다른 사람에게도 관심이 많지 않기 때문에 그 사실을 잘 모를 뿐, 당신이 주변에 미치는 영향은 매우 큽니다. 어떤 일을 할 때, 주변 사람들이 나를 통제하고 간섭해서 화가 났던 경험이 있다면, 그것은 당신이 준 영향에 대한 반작용 같은 것일 수 있습니다. '내가 하고싶은 대로 하겠다는데 왜 간섭하지? 왜 통제하지? 왜 걸리적거리지?'라는 생각을 할 수도 있지만, 그들의 반응은 결국 당신의 영향력으로 인해 나타나는 것이라는 걸 알면 좀 더 수월하게 대처할 수 있습니다. 주변 사람들이 당신을 통제하거나 간섭하려는 것처럼 느낄 수 있는데, 그들이 그렇게 행동하는 이유는 당신의 행동으로 부터 '위험해보여.. 무슨 일을 저지를 것만 같아. 무슨 일 생길 것 같아!'라는 생각이 들어서 자기도 모르게 저항하게 되는 것입니다. 그렇다면 어떻게 해야 할까요? 당신이 할 수 있는 최선의 방법은 주변 사람들이 나의 행동으로 부터 충격을 받지 않도록 안심시켜주는 것인데, 많은 노력이 필요하지 않습니다. 그저 '내가 이런걸 하겠다, 저런걸 하겠다, 어디를 가겠다' 등등 행동하기 전에 알려주기만 하면 됩니다. 당신은 주도적으로 행동하는 사람이기 때문에 무언가를 먼저 시작하기도 하고, 머뭇거리는 사람들이나 일을 시작되게끔 만들기도 합니다. 사람들의 어떤 반응들은 그저 당신의 영향을 받아 그런 것입니다. ",혁신주도가는 어떻게 살아가야 하나요?,"당신이 할 수 있는 최선의 방법은 주변 사람들이 나의 행동으로 부터 충격을 받지 않도록 안심시켜주는 것인데, 많은 노력이 필요하지 않습니다. 그저 '내가 이런걸 하겠다, 저런걸 하겠다, 어디를 가겠다' 등등 행동하기 전에 알려주기만 하면 됩니다.",2-2-6,157.0,,,,,,,,,,,,,,,,,,,
,,혁신주도가 아이들 역시 주변 사람들에게 큰 영향을 주기 때문에 부모조차도 놀랄 수 있습니다. 이 아이들은 무언가 행동을 하기 전에 부모로부터 허락을 받아야(구해야) 합니다.,혁신주도가 아이는 어떻게 키워야 하나요?,혁신주도가 아이들 역시 주변 사람들에게 큰 영향을 주기 때문에 부모조차도 놀랄 수 있습니다. 이 아이들은 무언가 행동을 하기 전에 부모로부터 허락을 받아야(구해야) 합니다.,2-2-7,109.0,,,,,,,,,,,,,,,,,,,
가이드,"가이드' 종족은 날카로운 인식력으로 세상과 사람, 시스템 등을 파악하는 사람들입니다. 자기자신 보다는 다른 사람과 다른 무언가에 관심이 있는 존재입니다. 자신이 그렇다는 것을 알고 있든지 모르든지, 당신의 관심은 항상 외부에 있습니다. '저 사람은 누구지? 어떤 사람일까? 이건 뭐지? 저건 또 뭐야?' 자신이 궁금증을 느끼는, 즉 초점을 두고 있는 것에 대해 깊이 파고들어 파악하는 것입니다. 당신이 누군가에게 초점을 잡으면 그 느낌은 마치 찌르는 듯한 강렬한 느낌이기 때문에 다른 사람들은 자연스레 당신을 알아보게 됩니다. 그렇게 누군가에게 인식되는 첫 발판으로, 당신은 초대를 받게 됩니다. '너 이 일 해볼래? 이거 공부해볼래? 나랑 만나볼래? 등등 다양합니다. 하지만 당신은 초대를 받을 때까지 기다리지 못합니다. 왜냐하면? 아무도 자신을 알아봐주지 않을 것이라는 두려움을 가지고 있기 때문입니다. 당신이 먼저 다가가서 말을 걸고, 먼저 제안하고, 먼저 시작하기 쉬운데, 그렇게 '먼저' 나설 경우에는 다른 사람들로부터 거부(거절) 당하는 것을 경험하기 쉽습니다. '내가 언제 너한테 물어나 봤어? 나 안할건데? 필요 없어' 등등 인생은 왜이렇게 쓴맛이 나는걸까 하고 느꼈을 수 있습니다. 그렇다면 어떻게 해야 할까요? 기다려야 합니다. 사람, 사랑, 일 등등, 모든 제안은 먼저 당신의 가치를 알아보고 오는 초대여야 합니다. 초대를 받은 무언가에 대해 맞게 결정을 하는 것 또한 중요합니다. 꿰뚫어 보는 눈을 가진 당신은 파악한 정보들을 가지고 다른 사람들이나, 어떤 시스템에 대해 가이드의 역할을 할 수 있습니다. 가이드 종족 아이들은 항상 초대를 받도록 교육해야 합니다. 부모는 먼저 아이를 초대해주고 '무엇을 하고싶니? 이거 해보겠니?' 하고 초대를 통해 이끌어줘야 합니다.","가이드' 종족은 날카로운 인식력으로 세상과 사람, 시스템 등을 파악하는 사람들입니다. 자기자신 보다는 다른 사람과 다른 무언가에 관심이 있는 존재입니다. 자신이 그렇다는 것을 알고 있든지 모르든지, 당신의 관심은 항상 외부에 있습니다. '저 사람은 누구지? 어떤 사람일까? 이건 뭐지? 저건 또 뭐야?' 자신이 궁금증을 느끼는, 즉 초점을 두고 있는 것에 대해 깊이 파고들어 파악하는 것입니다. 당신이 누군가에게 초점을 잡으면 그 느낌은 마치 찌르는 듯한 강렬한 느낌이기 때문에 다른 사람들은 자연스레 당신을 알아보게 됩니다. 그렇게 누군가에게 인식되는 첫 발판으로, 당신은 초대를 받게 됩니다. '너 이 일 해볼래? 이거 공부해볼래? 나랑 만나볼래? 등등 다양합니다. 하지만 당신은 초대를 받을 때까지 기다리지 못합니다. 왜냐하면? 아무도 자신을 알아봐주지 않을 것이라는 두려움을 가지고 있기 때문입니다. 당신이 먼저 다가가서 말을 걸고, 먼저 제안하고, 먼저 시작하기 쉬운데, 그렇게 '먼저' 나설 경우에는 다른 사람들로부터 거부(거절) 당하는 것을 경험하기 쉽습니다. '내가 언제 너한테 물어나 봤어? 나 안할건데? 필요 없어' 등등 인생은 왜이렇게 쓴맛이 나는걸까 하고 느꼈을 수 있습니다.",가이드 종족은 어떤 사람인가요?,"가이드' 종족은 날카로운 인식력으로 세상과 사람, 시스템 등을 파악하는 사람들입니다. 자기자신 보다는 다른 사람과 다른 무언가에 관심이 있는 존재입니다.",2-3-0,0.0,,,,,,,,,,,,,,,,,,,
,,"가이드' 종족은 날카로운 인식력으로 세상과 사람, 시스템 등을 파악하는 사람들입니다. 자기자신 보다는 다른 사람과 다른 무언가에 관심이 있는 존재입니다. 자신이 그렇다는 것을 알고 있든지 모르든지, 당신의 관심은 항상 외부에 있습니다. '저 사람은 누구지? 어떤 사람일까? 이건 뭐지? 저건 또 뭐야?' 자신이 궁금증을 느끼는, 즉 초점을 두고 있는 것에 대해 깊이 파고들어 파악하는 것입니다. 당신이 누군가에게 초점을 잡으면 그 느낌은 마치 찌르는 듯한 강렬한 느낌이기 때문에 다른 사람들은 자연스레 당신을 알아보게 됩니다. 그렇게 누군가에게 인식되는 첫 발판으로, 당신은 초대를 받게 됩니다. '너 이 일 해볼래? 이거 공부해볼래? 나랑 만나볼래? 등등 다양합니다. 하지만 당신은 초대를 받을 때까지 기다리지 못합니다. 왜냐하면? 아무도 자신을 알아봐주지 않을 것이라는 두려움을 가지고 있기 때문입니다. 당신이 먼저 다가가서 말을 걸고, 먼저 제안하고, 먼저 시작하기 쉬운데, 그렇게 '먼저' 나설 경우에는 다른 사람들로부터 거부(거절) 당하는 것을 경험하기 쉽습니다. '내가 언제 너한테 물어나 봤어? 나 안할건데? 필요 없어' 등등 인생은 왜이렇게 쓴맛이 나는걸까 하고 느꼈을 수 있습니다.",가이드 종족은 어떤 존재인가요?,"가이드' 종족은 날카로운 인식력으로 세상과 사람, 시스템 등을 파악하는 사람들입니다. 자기자신 보다는 다른 사람과 다른 무언가에 관심이 있는 존재입니다.",2-3-1,0.0,,,,,,,,,,,,,,,,,,,
,,"가이드' 종족은 날카로운 인식력으로 세상과 사람, 시스템 등을 파악하는 사람들입니다. 자기자신 보다는 다른 사람과 다른 무언가에 관심이 있는 존재입니다. 자신이 그렇다는 것을 알고 있든지 모르든지, 당신의 관심은 항상 외부에 있습니다. '저 사람은 누구지? 어떤 사람일까? 이건 뭐지? 저건 또 뭐야?' 자신이 궁금증을 느끼는, 즉 초점을 두고 있는 것에 대해 깊이 파고들어 파악하는 것입니다. 당신이 누군가에게 초점을 잡으면 그 느낌은 마치 찌르는 듯한 강렬한 느낌이기 때문에 다른 사람들은 자연스레 당신을 알아보게 됩니다. 그렇게 누군가에게 인식되는 첫 발판으로, 당신은 초대를 받게 됩니다. '너 이 일 해볼래? 이거 공부해볼래? 나랑 만나볼래? 등등 다양합니다. 하지만 당신은 초대를 받을 때까지 기다리지 못합니다. 왜냐하면? 아무도 자신을 알아봐주지 않을 것이라는 두려움을 가지고 있기 때문입니다. 당신이 먼저 다가가서 말을 걸고, 먼저 제안하고, 먼저 시작하기 쉬운데, 그렇게 '먼저' 나설 경우에는 다른 사람들로부터 거부(거절) 당하는 것을 경험하기 쉽습니다. '내가 언제 너한테 물어나 봤어? 나 안할건데? 필요 없어' 등등 인생은 왜이렇게 쓴맛이 나는걸까 하고 느꼈을 수 있습니다.",어떤 경험을 하기 쉽나요?,"당신이 먼저 다가가서 말을 걸고, 먼저 제안하고, 먼저 시작하기 쉬운데, 그렇게 '먼저' 나설 경우에는 다른 사람들로부터 거부(거절) 당하는 것을 경험하기 쉽습니다.",2-3-2,157.0,,,,,,,,,,,,,,,,,,,
,,"그렇다면 어떻게 해야 할까요? 기다려야 합니다. 사람, 사랑, 일 등등, 모든 제안은 먼저 당신의 가치를 알아보고 오는 초대여야 합니다. 초대를 받은 무언가에 대해 맞게 결정을 하는 것 또한 중요합니다. 꿰뚫어 보는 눈을 가진 당신은 파악한 정보들을 가지고 다른 사람들이나, 어떤 시스템에 대해 가이드의 역할을 할 수 있습니다. 가이드 종족 아이들은 항상 초대를 받도록 교육해야 합니다. 부모는 먼저 아이를 초대해주고 '무엇을 하고싶니? 이거 해보겠니?' 하고 초대를 통해 이끌어줘야 합니다.",어떻게 살아가야 하나요?,"기다려야 합니다. 사람, 사랑, 일 등등, 모든 제안은 먼저 당신의 가치를 알아보고 오는 초대여야 합니다. 초대를 받은 무언가에 대해 맞게 결정을 하는 것 또한 중요합니다.",2-3-3,17.0,,,,,,,,,,,,,,,,,,,
,,"그렇다면 어떻게 해야 할까요? 기다려야 합니다. 사람, 사랑, 일 등등, 모든 제안은 먼저 당신의 가치를 알아보고 오는 초대여야 합니다. 초대를 받은 무언가에 대해 맞게 결정을 하는 것 또한 중요합니다. 꿰뚫어 보는 눈을 가진 당신은 파악한 정보들을 가지고 다른 사람들이나, 어떤 시스템에 대해 가이드의 역할을 할 수 있습니다. 가이드 종족 아이들은 항상 초대를 받도록 교육해야 합니다. 부모는 먼저 아이를 초대해주고 '무엇을 하고싶니? 이거 해보겠니?' 하고 초대를 통해 이끌어줘야 합니다.",가이드는 어떻게 살아가야 하나요?,"기다려야 합니다. 사람, 사랑, 일 등등, 모든 제안은 먼저 당신의 가치를 알아보고 오는 초대여야 합니다. 초대를 받은 무언가에 대해 맞게 결정을 하는 것 또한 중요합니다.",2-3-4,17.0,,,,,,,,,,,,,,,,,,,
